Dataset,Mixture Label,length,Duplicate,Duplicate Of,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42,length
Bushdid,231,20,False,,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCCC=O,CCCCNCCCC,CC(C)=CCC[C@H](C)CCO,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCCCCCC(=O)O,C#Cc1ccccc1,CCOC(=O)CC,COC(=O)c1ccccc1O,CCCCCC(C)=O,CCC/C=C/C=O,Cc1c[nH]c2ccccc12,COc1ccc(C=O)cc1,CSSC,c1ccsc1,CC(=O)c1ccccn1,CC1=CC[C@@H](C(C)(C)O)CC1,C=CCCC(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,O=Cc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,232,20,False,,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCCC=O,CCCCNCCCC,CC(C)=CCC[C@H](C)CCO,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCCCCCC(=O)O,C#Cc1ccccc1,CCOC(=O)CC,COC(=O)c1ccccc1O,CCCCCC(C)=O,CC(=O)C=C(C)C,CC12CCC(CC1)C(C)(C)O2,CC(C)(O)CCc1ccccc1,CCCS,SCc1ccco1,Cc1nccnc1C,CC(=O)Oc1ccc(C)cc1,Cc1ccc(OC(=O)C(C)C)cc1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,C=CC(O)CC,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,233,10,False,,CCCCCOC(=O)CCCC,c1ccsc1,CCCCCC(=O)O,Cc1ccccc1C=O,CCCCOC(C)=O,CCCC=O,CC1=CCC(C(C)C)C=C1,c1ccc(Oc2ccccc2)cc1,CC(=O)OCCC(C)C,CN(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,234,10,False,,CCCCCOC(=O)CCCC,c1ccsc1,CCCCCC(=O)O,CC(=O)O,CSSSC,CCCC(C)O,C=C[C@](C)(O)CCC=C(C)C,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,C1CCSC1,Cc1cc(O)c(C(C)C)cc1Cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,235,30,False,,COC(=O)c1ccccc1N,CCOC(=O)CC,CCCCCCCCCC(=O)OCC,OC1CCCCC1,C=CC(O)CC,CCCCOC(C)=O,CCCCC/C=C/C=C/C=O,COc1ccc(C=O)cc1,CC12CCC(CC1)C(C)(C)O2,C#Cc1ccccc1,O=Cc1ccccc1,CC(=O)OCCC(C)C,CCCC(=O)OCC,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCCCC(=O)OCC,CCCCCCCC(=O)OC,CCCC=O,CC(C)c1ccc(C=O)cc1,CC(CC=O)CCCC(C)(C)O,CC(=O)C(C)O,CCCCCOC(=O)CCC,CN(C)C,CCCCCC(C)=O,CC1=CCC(C(C)C)C=C1,CCCO,COc1ccccc1O,CCCC(O)CC,CC1=CCC2CC1C2(C)C,CCCCCCCCCCC=O,COc1ccccc1,,,,,,,,,,,,,,30
Bushdid,236,30,False,,COC(=O)c1ccccc1N,CCOC(=O)CC,CCCCCCCCCC(=O)OCC,OC1CCCCC1,C=CC(O)CC,CCCCOC(C)=O,CCCCC/C=C/C=C/C=O,COc1ccc(C=O)cc1,CC12CCC(CC1)C(C)(C)O2,C#Cc1ccccc1,O=Cc1ccccc1,CC(=O)OCCC(C)C,CCCC(=O)OCC,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCCCC(=O)OCC,CCCCCCCC(=O)OC,CCCC=O,CC(C)c1ccc(C=O)cc1,CC(CC=O)CCCC(C)(C)O,CC(=O)C(C)O,CCCCCOC(=O)CCC,CN(C)C,CCCCCC(C)=O,CC1=CCC(C(C)C)C=C1,CCCO,COc1ccccc1O,CCCC(O)CC,CC1=CCC2CC1C2(C)C,CCCCCCCCCCC=O,c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,,30
Bushdid,237,10,False,,CC(C)=CCCC(C)C=O,CC(C)c1ccc(C=O)cc1,CN(C)C,Cc1ccc(O)cc1,CCCCC/C=C/C=C/C=O,O=C(O)Cc1ccccc1,Cc1c[nH]c2ccccc12,COC(=O)c1ccccc1,CCCCCC(=O)O,CC1=CCC(C(C)C)C=C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,238,10,False,,CCCCSCCCC,c1ccc2[nH]ccc2c1,CCCC(C)O,CCCO,CCCCCC1CCC(=O)O1,CC1CCC(=O)O1,O=Cc1ccccc1,C=CC(O)CCCCC,CCCCCCO,COC(OC)C(C)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,239,30,False,,Cc1ccc(C(C)C)cc1,CCCC(=O)SC,CCCCNCCCC,CCCCCOC(C)=O,CCCC(=O)OC(C)(C)Cc1ccccc1,CCOC(=O)CC,CC(C)CC(=O)O,CCCCCCCC(=O)OCC,CCCCCC(=O)OCC,CCCCCOC(=O)CCC,CCOC(=O)C(C)O,CCCC=O,CC(O)C(=O)O,CC(C)=CCC[C@H](C)CCO,CCCCC(=O)O,CC(C)CCOC(=O)Cc1ccccc1,c1ccc(Oc2ccccc2)cc1,CCCCCCOC(=O)CCCCC,CC(C)=CCCC(C)C=O,CCCCCC(C)=O,Cc1ccc(O)cc1,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCC(=O)O,CC(=O)OCCC(C)C,CCCCSCCCC,CC(=O)O,CCCCCCC=O,SCc1ccco1,CCCCCCCCC(C)=O,CC(CC=O)CCCC(C)(C)O,,,,,,,,,,,,,,30
Bushdid,240,30,False,,Cc1ccc(C(C)C)cc1,CCCC(=O)SC,CCCCNCCCC,CCCCCOC(C)=O,CCCC(=O)OC(C)(C)Cc1ccccc1,CCOC(=O)CC,CC(C)CC(=O)O,CCCCCCCC(=O)OCC,CCCCCC(=O)OCC,CCCCCOC(=O)CCC,CCOC(=O)C(C)O,CCCC=O,CC(O)C(=O)O,CC(C)=CCC[C@H](C)CCO,CCCCC(=O)O,CC(C)CCOC(=O)Cc1ccccc1,c1ccc(Oc2ccccc2)cc1,CCCCCCOC(=O)CCCCC,CC(C)=CCCC(C)C=O,CCCCCC(C)=O,CSSC,CCCCCOC(=O)CCCC,CCCC(C)O,C=CC(O)CCCCC,c1ccc2[nH]ccc2c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCC(C)O,O=C/C=C/c1ccccc1,CC/C=C1\OC(=O)c2ccccc21,CC(=O)C=C(C)C,,,,,,,,,,,,,,30
Bushdid,241,30,False,,CN(C)C,C=CCc1ccc(O)c(OC)c1,CCCCCOC(=O)CCCC,Cc1ccc(O)cc1,CC(=O)C(C)O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,C#Cc1ccccc1,CCCCCC(C)=O,CC(C)CC=O,Cc1nccnc1C,CC(=O)C(=O)O,CC(C)CCOC(=O)Cc1ccccc1,C=CCCCCCCCCC(=O)O,COc1ccc(C=O)cc1,CCCCCCCCCC(=O)O,CCOC=O,CCCCC(=O)OCC,CCCCCCCCC(C)=O,CCOC(=O)c1ccccc1,CC(C)=CCCC(C)C=O,CCCCCC1CCC(=O)O1,CCCCCC=O,CC(O)C(=O)O,CCCC(=O)O,CCCC(=O)CC,CCCCCCCC(C)O,CCCC(C)O,CCCCCCCC(=O)OCC,c1ccc(Oc2ccccc2)cc1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,,,,,,,,,,,,,,30
Bushdid,242,30,False,,CCCC=O,CCCCCCCC1CCC(=O)O1,CCCC(=O)OC(C)(C)Cc1ccccc1,COc1ccc(C)cc1,CCCCCCCC(=O)OC,C=C1CC[C@H]2C[C@@H]1C2(C)C,OC1CCCCC1,Cc1c[nH]c2ccccc12,CC(=O)c1ccccn1,Cc1ccc(C(C)C)c(O)c1,CC12CCC(CC1)C(C)(C)O2,O=C/C=C/c1ccccc1,CC(C)=CCC[C@H](C)CCO,COC(=O)c1ccccc1N,CCCCCCCC=O,COc1ccccc1,CC=O,CCCCCC(=O)OCC,C=C(C)[C@H]1CC=C(C)CC1,CC(=O)c1ccccc1,CC1=CCC2CC1C2(C)C,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCCCOC(C)=O,CC/C=C1\OC(=O)c2ccccc21,CC1=CCC(C(C)C)C=C1,CC(=O)C=C(C)C,CCCSCCC,C=CC(O)CCCCC,CC1CCC(=O)O1,Cc1ccc2ncccc2c1,,,,,,,,,,,,,,30
Bushdid,243,20,False,,CCCCCC(C)O,CSC,C=CC(O)CC,CCCCCC(=O)OCC,CC(=O)OCCc1ccccc1,CCCCCCOC(=O)CCCCC,CC1=CCC2CC1C2(C)C,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCOC(=O)CCC(=O)OCC,CC(C)CCOC(=O)Cc1ccccc1,CC1CCC(=O)O1,CCOC(=O)C1OC1(C)c1ccccc1,SCc1ccco1,CC(=O)O,CCCCCCCC(=O)OCC,CC(=O)C(C)O,CCc1cnccn1,CC/C=C1\OC(=O)c2ccccc21,C=C[C@](C)(O)CCC=C(C)C,Cc1ccc(O)cc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,244,20,False,,CCCCCC(C)O,CSC,C=CC(O)CC,CCCCCC(=O)OCC,CC(=O)OCCc1ccccc1,CCCCNCCCC,CC1=CC(=O)CC(C)(C)C1,CC(=O)OCCC(C)C,CCOC=O,c1ccc2[nH]ccc2c1,CC(=O)Oc1ccc(C)cc1,CCc1ccc(O)c(OC)c1,CC(=O)C(=O)O,CC(=O)c1ccccc1,Cc1ccccc1C=O,CCOC(=O)C(C)O,Cc1ccccc1,CCCCCCCCCC(=O)O,CCCC(=O)CC,CCCCCCCC(C)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,245,10,False,,CC1=CC(=O)CC(C)(C)C1,CC(C)O,COC(=O)c1ccccc1O,CCCCCOC(=O)CCCC,C=C(C)[C@H]1CC=C(C)CC1,C1CCSC1,CC(=O)OCCc1ccccc1,CC(C)(O)CCc1ccccc1,CC(CC=O)CCCC(C)(C)O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,246,10,False,,CC1=CC(=O)CC(C)(C)C1,CC(C)O,COC(=O)c1ccccc1O,CCCCCOC(=O)CCCC,C=C(C)[C@H]1CC=C(C)CC1,C1CCSC1,CCCCCCCCCC(=O)OCC,CCCO,CCCC(C)O,CC(C)CC(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,247,20,False,,CC1CCC(=O)O1,CC(C)C=O,CCC/C=C/C=O,CCOC=O,CC(=O)C(=O)O,C=CCc1ccc(O)c(OC)c1,CC=O,CCCCCCO,Cc1nccnc1C,COC(=O)c1ccccc1O,CCOC(=O)CCC(=O)OCC,CCCCCCCCCCC=O,C=C(C)[C@H]1CC=C(C)CC1,CCCCCCCC=O,CCOC(=O)C(C)O,CCc1cnccn1,CCOC(=O)c1ccccc1,CC(C)c1ccc(C=O)cc1,CC(C)C(=O)O,CCCCOC(C)=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,248,20,False,,CCC(=O)OC,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(=O)C=C(C)C,CCC(C)S,CCCCCCCCCC(=O)O,CC12CCC(CC1)C(C)(C)O2,CC(=O)OCCc1ccccc1,CCCCSCCCC,CCCC(=O)OCC,C=C1CC[C@H]2C[C@@H]1C2(C)C,COc1ccccc1O,CC(=O)c1ccccn1,CC(C)=O,CCCC(C)O,c1ccc(Oc2ccccc2)cc1,SCc1ccco1,C=CCCC(=O)O,Cc1ccccc1C=O,Cc1ccccc1,CN(C)C,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,249,20,False,,CCCCCC(=O)OCC,CC(C)O,CC(C)C(=O)O,Cc1ccc(OC(=O)C(C)C)cc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CSSSC,CCCCC(=O)O,CCCCOC(C)=O,CCCCCOC(=O)CCCC,CC(C)=CCC[C@H](C)CCO,CCCCCOC(C)=O,COC(OC)C(C)c1ccccc1,CC(C)C=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC12CCC(CC1)C(C)(C)O2,CC(=O)C(=O)O,Cc1ccc2ncccc2c1,CCCC(=O)OCC,CCCCCCOC(=O)CCCCC,COC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,250,20,False,,CCCCCC(=O)OCC,CC(C)O,CC(C)C(=O)O,Cc1ccc(OC(=O)C(C)C)cc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CSSSC,CCCCC(=O)O,CCCCOC(C)=O,CCCCCOC(=O)CCCC,CC(C)=CCC[C@H](C)CCO,CCCCCOC(C)=O,COC(OC)C(C)c1ccccc1,CC(C)C=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC12CCC(CC1)C(C)(C)O2,CC(=O)C(=O)O,Cc1ccc2ncccc2c1,CCCC(=O)OCC,CCCCCCOC(=O)CCCCC,OCCc1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,251,10,False,,CCCCCOC(=O)CCCC,Cc1ccccc1C=O,OCCc1ccccc1,CCCCCCCCCC(=O)O,CCOC(=O)C1OC1(C)c1ccccc1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCC/C=C/C=O,Cc1c[nH]c2ccccc12,CCCCCCOC(=O)CCCCC,CCCCCOC(C)=O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,252,10,False,,CCCCCOC(=O)CCCC,Cc1ccccc1C=O,OCCc1ccccc1,CCCCCCCCCC(=O)O,CCOC(=O)C1OC1(C)c1ccccc1,CCCC(=O)OC(C)(C)Cc1ccccc1,c1ccc2[nH]ccc2c1,CC(C)CC=O,CCCC(C)O,C=CC(O)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,253,30,False,,CCCCCCCCCC(=O)O,Cc1ccccc1C=O,Cc1ccccc1,CCCCCC(C)O,Cc1ccc(OC(=O)C(C)C)cc1,Cc1ccc(O)cc1,Cc1ccc2ncccc2c1,CC(C)=CCCC(C)C=O,CC1=CCC(C(C)C)C=C1,C=CC(O)CC,CCCCCCCCCOC(C)=O,CCCCC(=O)OCC,CC(=O)C=C(C)C,CC(C)c1ccc(C=O)cc1,CCC/C=C/C=O,CC1=CC[C@@H](C(C)(C)O)CC1,CC(=O)Oc1ccc(C)cc1,CCCCCOC(=O)CCCC,CC(C)CC=O,C=CCCC(=O)O,CCCCCCCC(C)O,CCCCCCCC1CCC(=O)O1,SCc1ccco1,CCCCOC(C)=O,c1ccc(Oc2ccccc2)cc1,COC(OC)C(C)c1ccccc1,Cc1ccc(C(C)C)cc1,CC(=O)OCCC(C)C,COc1ccc(C)cc1,Cc1cc(O)c(C(C)C)cc1Cl,,,,,,,,,,,,,,30
Bushdid,254,30,False,,CCCCCCO,c1ccc2[nH]ccc2c1,CCCCCCCCCCC=O,CCCCCCCCCC(=O)OCC,CC(=O)c1ccccn1,CC(CC=O)CCCC(C)(C)O,CCCC=O,C1CCSC1,COC(=O)c1ccccc1,CC(=O)OCCc1ccccc1,C=C[C@](C)(O)CCC=C(C)C,CCCS,OCCc1ccccc1,CCC(C)S,CC(C)C=O,CCc1cnccn1,CCCCCCCC(=O)OC,CCCCCCCC(=O)OCC,CSSC,CCCC(C)O,CSC,COC(=O)c1ccccc1N,CCOC(=O)C1OC1(C)c1ccccc1,CC(=O)C(=O)O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CC(C)=CCC/C(C)=C/CO,CCCCCCCC=O,CC(C)O,C=CC(O)CCCCC,CC(=O)O,,,,,,,,,,,,,,30
Bushdid,255,10,False,,CCCC(=O)CC,Cc1ccc(C(C)C)c(O)c1,CC(C)c1ccc(C=O)cc1,O=C/C=C/c1ccccc1,CCc1cnccn1,c1ccsc1,COc1ccccc1O,CC(=O)OCCc1ccccc1,CC(C)CCOC(=O)Cc1ccccc1,CCOC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,256,10,False,,CSCSC,CCCC(=O)OC,CCCC(C)O,Cc1ccc(O)cc1,COc1ccc(C=O)cc1,CC1=CCC2CC1C2(C)C,CC(C)(O)CCc1ccccc1,Cc1nccnc1C,CCCCC(=O)O,CC(=O)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,257,30,False,,CC(=O)c1ccccn1,CC1=CCC2CC1C2(C)C,C=C[C@](C)(O)CCC=C(C)C,CC1=CCC(C(C)C)C=C1,Cc1cc(O)c(C(C)C)cc1Cl,CC(C)O,CC(=O)OCCC(C)C,C#Cc1ccccc1,CCC/C=C/C=O,CCCC(=O)OC,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,COC(=O)c1ccccc1,CC(=O)C=C(C)C,SCc1ccco1,c1ccc2[nH]ccc2c1,CCCC=O,CSC,COc1ccccc1,CC(C)=CCC/C(C)=C/CO,CCCCOC(C)=O,CCCCCCCC(C)O,CCCC(=O)SC,CCOC(=O)C(C)O,CCCC(=O)CC,COC(OC)C(C)c1ccccc1,CC12CCC(CC1)C(C)(C)O2,CCCCC(=O)O,CCCCCCCCCCC=O,CCCO,CSSC,,,,,,,,,,,,,,30
Bushdid,258,30,False,,CC(=O)c1ccccn1,CC1=CCC2CC1C2(C)C,C=C[C@](C)(O)CCC=C(C)C,CC1=CCC(C(C)C)C=C1,Cc1cc(O)c(C(C)C)cc1Cl,CC(C)O,CC(=O)OCCC(C)C,C#Cc1ccccc1,CCC/C=C/C=O,CCCC(=O)OC,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCS,CCC(=O)OC,CCC(C)S,CCCCCC(=O)OCC,CC(C)CC=O,CC(=O)O,CC(=O)C(C)O,CC(=O)C(=O)O,COC(=O)c1ccccc1N,CC=O,CCCCCCO,CSSSC,CCCCCCCC(=O)OCC,O=C/C=C/c1ccccc1,COC(=O)c1ccccc1O,CCCCCC(=O)O,CCOC(=O)C1OC1(C)c1ccccc1,CCCCCC1CCC(=O)O1,C=CCCC(=O)O,,,,,,,,,,,,,,30
Bushdid,259,10,False,,Cc1cc(O)c(C(C)C)cc1Cl,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCC(C)=O,CN(C)C,CCc1cnccn1,CCCCCC(C)O,CC(C)C(=O)O,CC1CCC(=O)O1,Cc1ccc2ncccc2c1,CCCCNCCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,260,10,False,,Cc1cc(O)c(C(C)C)cc1Cl,CC1=CC[C@@H](C(C)(C)O)CC1,CCCCCC(C)=O,CC1=CCC(C(C)C)C=C1,CSSC,CCCC(C)O,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCC=O,CC(C)(O)CCc1ccccc1,CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,261,30,False,,CCCC(C)O,CCCCCCCC(C)O,COc1ccc(C)cc1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,Cc1c[nH]c2ccccc12,CC1CCC(=O)O1,COc1ccccc1O,O=Cc1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(=O)c1ccccc1,CCCCCC(C)O,CC1=CC(=O)CC(C)(C)C1,OC1CCCCC1,COc1ccccc1,CCCC=O,c1ccc(Oc2ccccc2)cc1,OCCc1ccccc1,CCCC(=O)SC,CCCCOC(C)=O,CC(CC=O)CCCC(C)(C)O,CCC(C)S,C=CCc1ccc(O)c(OC)c1,CC12CCC(CC1)C(C)(C)O2,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCOC(=O)CCCC,COC(=O)c1ccccc1O,CCCCCOC(=O)CCC,CCCCCC(C)=O,CCOC(=O)c1ccccc1,CSC,,,,,,,,,,,,,,30
Bushdid,262,30,False,,CCCC(C)O,CCCCCCCC(C)O,COc1ccc(C)cc1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,Cc1c[nH]c2ccccc12,CC1CCC(=O)O1,COc1ccccc1O,O=Cc1ccccc1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(=O)c1ccccc1,CCCCCC(C)O,CC1=CC(=O)CC(C)(C)C1,OC1CCCCC1,COc1ccccc1,CCCC=O,c1ccc(Oc2ccccc2)cc1,OCCc1ccccc1,CCCC(=O)SC,CCCCOC(C)=O,CC(CC=O)CCCC(C)(C)O,CCC(C)S,C=CCc1ccc(O)c(OC)c1,CC12CCC(CC1)C(C)(C)O2,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCOC(=O)CCCC,COC(=O)c1ccccc1O,CCCCCOC(=O)CCC,CCCCCC(C)=O,CCOC(=O)c1ccccc1,CCCCCCCCC(C)=O,,,,,,,,,,,,,,30
Bushdid,263,20,False,,CC(C)=CCC/C(C)=C/CO,Cc1ccc(C(C)C)cc1,CCCCSCCCC,CC12CCC(CC1)C(C)(C)O2,CC(=O)c1ccccn1,CCOC(=O)c1ccccc1,CCCC(C)O,CC(=O)OCCc1ccccc1,CC(C)=O,C#Cc1ccccc1,CCC/C=C/C=O,CCCCCCO,CSC,c1ccc2[nH]ccc2c1,CC=O,C=CC(O)CCCCC,CCOC(=O)CC,C=C(C)[C@H]1CC=C(C)CC1,CCCCCCCCCCC=O,CC(C)C(=O)O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,264,20,False,,CC(C)=CCC/C(C)=C/CO,Cc1ccc(C(C)C)cc1,CCCCSCCCC,CC12CCC(CC1)C(C)(C)O2,CC(=O)c1ccccn1,CCOC(=O)c1ccccc1,CCCC(C)O,CC(=O)OCCc1ccccc1,CC(C)=O,C#Cc1ccccc1,CCC/C=C/C=O,CCCCCCO,CSC,c1ccc2[nH]ccc2c1,CC=O,C=CC(O)CCCCC,CCOC(=O)CC,C=C(C)[C@H]1CC=C(C)CC1,CCCCCCCCCCC=O,c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,265,30,False,,CSSSC,CCCCCC1CCC(=O)O1,CCCCCC(=O)OCC,O=C(O)Cc1ccccc1,CCCCCCCCCOC(C)=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCOC(C)=O,CC(=O)C(C)O,COc1ccccc1,CC=O,CC(CC=O)CCCC(C)(C)O,CCCCCCOC(=O)CCCCC,CC(C)c1ccc(C=O)cc1,CCOC(=O)C1OC1(C)c1ccccc1,Cc1cc(O)c(C(C)C)cc1Cl,CC1=CC[C@@H](C(C)(C)O)CC1,CC(=O)Oc1ccc(C)cc1,CCCCCCCC(C)O,CCOC(=O)c1ccccc1,CCCCCC(=O)O,OC1CCCCC1,COc1ccc(C)cc1,c1ccc(Oc2ccccc2)cc1,CCCCC/C=C/C=C/C=O,CCCCCCCC1CCC(=O)O1,c1ccc2[nH]ccc2c1,Cc1ccc(OC(=O)C(C)C)cc1,CC12CCC(CC1)C(C)(C)O2,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCS,,,,,,,,,,,,,,30
Bushdid,266,30,False,,CSSSC,CCCCCC1CCC(=O)O1,CCCCCC(=O)OCC,O=C(O)Cc1ccccc1,CCCCCCCCCOC(C)=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCOC(C)=O,CC(=O)C(C)O,COc1ccccc1,CC=O,CC(CC=O)CCCC(C)(C)O,CCCCCCOC(=O)CCCCC,CC(C)c1ccc(C=O)cc1,CCOC(=O)C1OC1(C)c1ccccc1,Cc1cc(O)c(C(C)C)cc1Cl,CC1=CC[C@@H](C(C)(C)O)CC1,CC(=O)Oc1ccc(C)cc1,CCCCCCCC(C)O,CCOC(=O)c1ccccc1,CCCCCC(=O)O,OC1CCCCC1,COc1ccc(C)cc1,c1ccc(Oc2ccccc2)cc1,CCCCC/C=C/C=C/C=O,CCCCCCCC1CCC(=O)O1,c1ccc2[nH]ccc2c1,Cc1ccc(OC(=O)C(C)C)cc1,CC12CCC(CC1)C(C)(C)O2,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CC(C)=O,,,,,,,,,,,,,,30
Bushdid,267,20,False,,CCCSCCC,CCCC(=O)O,CC(=O)C(C)O,CCCCCCCC(C)O,CCCC(O)CC,CC1=CCC(C(C)C)C=C1,O=Cc1ccccc1,CC(C)(O)CCc1ccccc1,Cc1cc(O)c(C(C)C)cc1Cl,CCC(=O)OC,Cc1ccc2ncccc2c1,CCCC(C)O,C=CCCC(=O)O,CCCCCCCC=O,CCCC(=O)OCC,CCCCCCCC(=O)OC,CC(=O)C(=O)O,CC(C)C=O,CC(C)CC(=O)O,Cc1c[nH]c2ccccc12,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,268,20,False,,CCCSCCC,CCCC(=O)O,CC(=O)C(C)O,CCCCCCCC(C)O,CCCC(O)CC,CC1=CCC(C(C)C)C=C1,O=Cc1ccccc1,CC(C)(O)CCc1ccccc1,Cc1cc(O)c(C(C)C)cc1Cl,CCC(=O)OC,CCc1ccc(O)c(OC)c1,CCCCSCCCC,CSCSC,CCCCCCCCCC(=O)OCC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,Cc1ccc(C(C)C)c(O)c1,C=C(C)[C@H]1CC=C(C)CC1,CC1=CC[C@@H](C(C)(C)O)CC1,CC12CCC(CC1)C(C)(C)O2,CCCCCCCCC(C)=O,,,,,,,,,,,,,,,,,,,,,,,,20
Bushdid,269,10,False,,CC(=O)OCCc1ccccc1,CCCCNCCCC,c1ccsc1,CCCCOC(C)=O,COc1ccccc1O,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCOC(C)=O,CCCCCCCCCC(=O)O,CCCCCC=O,CC(=O)c1ccccn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
Bushdid,270,10,False,,CC(=O)OCCc1ccccc1,CCCCNCCCC,c1ccsc1,CCCCOC(C)=O,COc1ccccc1O,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCOC(C)=O,CCCCCCCCCC(=O)O,CCCCCC=O,CC1=CC(=O)CC(C)(C)C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10
