Dataset,Mixture Label,smi_0,smi_1,smi_2,smi_3,smi_4,smi_5,smi_6,smi_7,smi_8,smi_9,smi_10,smi_11,smi_12,smi_13,smi_14,smi_15,smi_16,smi_17,smi_18,smi_19,smi_20,smi_21,smi_22,smi_23,smi_24,smi_25,smi_26,smi_27,smi_28,smi_29,smi_30,smi_31,smi_32,smi_33,smi_34,smi_35,smi_36,smi_37,smi_38,smi_39,smi_40,smi_41,smi_42
Bushdid,183,C=CCc1ccc(O)c(OC)c1,CSC,CCCCCC=O,Cc1ccc(O)cc1,CCCC(=O)OC(C)(C)Cc1ccccc1,C=C[C@](C)(O)CCC=C(C)C,CCCCC(=O)O,CC(CC=O)CCCC(C)(C)O,CCOC(=O)CC,COC(=O)c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,184,C=CCc1ccc(O)c(OC)c1,CSC,CCCCCC=O,CC(C)C(=O)O,CCCC(=O)O,CCCC(C)O,CCc1ccc(O)c(OC)c1,C#Cc1ccccc1,CC(C)CC(=O)O,Cc1nccnc1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,185,CCCCCCCCCOC(C)=O,c1ccc2[nH]ccc2c1,CCCCC/C=C/C=C/C=O,CCCCCCCCCC(=O)O,CC(=O)c1ccccn1,CC1=CC[C@@H](C(C)(C)O)CC1,CC1=CCC2CC1C2(C)C,CCCC(C)O,CC(C)C=O,CC/C=C1\OC(=O)c2ccccc21,CCc1ccc(O)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,CC1CCC(=O)O1,Cc1ccc(C(C)C)c(O)c1,CCCSCCC,OC1CCCCC1,CC(=O)Oc1ccc(C)cc1,CSC,COc1ccc(C)cc1,CCCC(=O)SC,CC(=O)O,CC(C)(O)CCc1ccccc1,Cc1ccccc1C=O,COc1ccccc1O,CCCCNCCCC,COc1ccc(C=O)cc1,C=C[C@](C)(O)CCC=C(C)C,CCCCCCCCCC(=O)OCC,CCOC=O,CC(C)=CCC/C(C)=C/CO,,,,,,,,,,,,,
Bushdid,186,CCCCCCCCCOC(C)=O,c1ccc2[nH]ccc2c1,CCCCC/C=C/C=C/C=O,CCCCCCCCCC(=O)O,CC(=O)c1ccccn1,CC1=CC[C@@H](C(C)(C)O)CC1,CC1=CCC2CC1C2(C)C,CCCC(C)O,CC(C)C=O,CC/C=C1\OC(=O)c2ccccc21,C=CCCCCCCCCC(=O)O,CN(C)C,O=C(O)Cc1ccccc1,c1ccc(Oc2ccccc2)cc1,CCCO,CCCCCCCC=O,CCCCCCOC(=O)CCCCC,CCCCCC(=O)OCC,Cc1ccc(OC(=O)C(C)C)cc1,Cc1cc(O)c(C(C)C)cc1Cl,CCCCCCCC(=O)OCC,CC(C)C(=O)O,CCC(C)S,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCC1CCC(=O)O1,Cc1ccc(O)cc1,CCCC(O)CC,CCC(=O)OC,CCOC(=O)C(C)O,CCC/C=C/C=O,,,,,,,,,,,,,
Bushdid,187,CC(=O)OCCC(C)C,CCCCCCCC(C)O,CC(=O)c1ccccc1,CCCCCCCCC(C)=O,CCCCSCCCC,CCCCCCC=O,CCCCCC1CCC(=O)O1,CCCCCC(=O)OCC,c1ccc(Oc2ccccc2)cc1,CSSSC,c1ccsc1,CCOC(=O)C1OC1(C)c1ccccc1,COC(OC)C(C)c1ccccc1,O=C/C=C/c1ccccc1,C=C(C)[C@H]1CC=C(C)CC1,CCCC(O)CC,CCOC(=O)CCC(=O)OCC,CC(=O)Oc1ccc(C)cc1,CC(C)CC(=O)O,C=CC(O)CCCCC,CC/C=C1\OC(=O)c2ccccc21,C=CCc1ccc(O)c(OC)c1,CCCCCC=O,CC(C)CCOC(=O)Cc1ccccc1,CC(C)=CCC[C@H](C)CCO,CC(C)C(=O)O,Cc1cc(O)c(C(C)C)cc1Cl,CSCSC,CC(C)(O)CCc1ccccc1,CC1CCC(=O)O1,,,,,,,,,,,,,
Bushdid,188,CC(=O)OCCC(C)C,CCCCCCCC(C)O,CC(=O)c1ccccc1,CCCCCCCCC(C)=O,CCCCSCCCC,CCCCCCC=O,CCCCCC1CCC(=O)O1,CCCCCC(=O)OCC,c1ccc(Oc2ccccc2)cc1,CSSSC,CC1=CC(=O)CC(C)(C)C1,OCCc1ccccc1,COC(=O)c1ccccc1N,COC(=O)c1ccccc1,CCCCC(=O)O,Cc1ccc(C(C)C)cc1,CCCCCC(=O)O,CC(=O)C(C)O,CC(=O)c1ccccn1,CCOC(=O)C(C)O,CCCC=O,CCCCCCCC1CCC(=O)O1,CC(C)=O,CCCO,CCCCCCOC(=O)CCCCC,CCCCCOC(=O)CCCC,CSSC,c1ccc2[nH]ccc2c1,CCCCOC(C)=O,CCCCCCCCCCC=O,,,,,,,,,,,,,
Bushdid,189,Cc1ccccc1,CCOC=O,CCCCCC1CCC(=O)O1,CCCCCCCCCOC(C)=O,COc1ccc(C)cc1,O=C/C=C/c1ccccc1,C=CCCCCCCCCC(=O)O,CCCSCCC,CC(C)=O,CCCCCOC(=O)CCCC,Cc1ccc(C(C)C)c(O)c1,CC/C=C1\OC(=O)c2ccccc21,OCCc1ccccc1,C1CCSC1,C=CC(O)CC,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC(=O)OCCc1ccccc1,CCCO,CCCCCC(=O)OCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CC(C)=CCCC(C)C=O,Cc1cc(O)c(C(C)C)cc1Cl,CC(O)C(=O)O,CC(C)C(=O)O,COc1ccccc1,CCCCCCCC=O,CCOC(=O)C(C)O,CC(=O)Oc1ccc(C)cc1,Cc1ccc2ncccc2c1,C=CC(O)CCCCC,,,,,,,,,,,,,
Bushdid,190,Cc1ccccc1,CCOC=O,CCCCCC1CCC(=O)O1,CCCCCCCCCOC(C)=O,COc1ccc(C)cc1,O=C/C=C/c1ccccc1,C=CCCCCCCCCC(=O)O,CCCSCCC,CC(C)=O,CCCCCOC(=O)CCCC,CC(C)=CCC[C@H](C)CCO,CCCCC/C=C/C=C/C=O,CC1=CC[C@@H](C(C)(C)O)CC1,CCCC(=O)OCC,OC1CCCCC1,CCCS,C=CCc1ccc(O)c(OC)c1,CCc1cnccn1,CSSSC,CC(C)CCOC(=O)Cc1ccccc1,CSC,CCCCCCCCCC(=O)O,CCCCOC(C)=O,CCCCCOC(C)=O,CC1CCC(=O)O1,CSCSC,CCCCCCCC(=O)OCC,CCCCC(=O)OCC,Cc1c[nH]c2ccccc12,CN(C)C,,,,,,,,,,,,,
Bushdid,191,CCCCCOC(=O)CCCC,CCOC=O,CCCCC(=O)O,CCCCCCCCCOC(C)=O,Cc1c[nH]c2ccccc12,C1CCSC1,CC(=O)Oc1ccc(C)cc1,CCCCCOC(C)=O,CC(C)=CCC/C(C)=C/CO,CC(C)O,CCCCCCCCCCC=O,C#Cc1ccccc1,COc1ccccc1O,CSSC,OCCc1ccccc1,Cc1cc(O)c(C(C)C)cc1Cl,CCCC(=O)CC,CCCCCC(C)=O,CCCCCCO,COc1ccc(C=O)cc1,CC(=O)C(=O)O,CCCC(C)O,CCCC(O)CC,CCOC(=O)CCC(=O)OCC,CCCO,CCCCCC1CCC(=O)O1,CCCCCCCC=O,CC=O,CCOC(=O)CC,Cc1ccc(OC(=O)C(C)C)cc1,,,,,,,,,,,,,
Bushdid,192,CC(C)(O)CCc1ccccc1,CC(C)=CCCC(C)C=O,OC1CCCCC1,C=C1CC[C@H]2C[C@@H]1C2(C)C,CCCCCOC(=O)CCC,CCC/C=C/C=O,Cc1ccc(C(C)C)cc1,CN(C)C,O=Cc1ccccc1,CCCSCCC,CC(=O)C=C(C)C,CCC(=O)OC,CC1CCC(=O)O1,CC(C)C(=O)O,CC12CCC(CC1)C(C)(C)O2,CC(=O)OCCC(C)C,C=C(C)[C@H]1CC=C(C)CC1,CCCCCCCC(=O)OCC,CC(CC=O)CCCC(C)(C)O,COC(OC)C(C)c1ccccc1,C=CC(O)CC,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCOC(=O)C1OC1(C)c1ccccc1,C=CCCCCCCCCC(=O)O,CCCC=O,CSCSC,Cc1ccc(O)cc1,CC1=CCC2CC1C2(C)C,CC(C)c1ccc(C=O)cc1,CC(=O)C(C)O,,,,,,,,,,,,,
Bushdid,193,CCCSCCC,c1ccc2[nH]ccc2c1,Cc1cc(O)c(C(C)C)cc1Cl,Cc1c[nH]c2ccccc12,CC1=CCC(C(C)C)C=C1,CCCC(=O)OCC,CC(C)(O)CCc1ccccc1,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CSC,CC1CCC(=O)O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,194,CC(=O)Oc1ccc(C)cc1,CCCCCCCCCOC(C)=O,CCCC(C)O,COC(=O)c1ccccc1,SCc1ccco1,CC(C)=CCC[C@H](C)CCO,c1ccsc1,CCCCCC=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,O=C/C=C/c1ccccc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,195,CN(C)C,COC(=O)c1ccccc1O,CC=O,CC(=O)O,CCCC(=O)OC,C=CCCCCCCCCC(=O)O,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCc1ccc(O)c(OC)c1,CCCCSCCCC,CSSC,CC(C)(O)CCc1ccccc1,OCCc1ccccc1,CC(C)=O,CCCCCC=O,CCCC(=O)SC,c1ccc(Oc2ccccc2)cc1,CCCO,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,OC1CCCCC1,C=C[C@](C)(O)CCC=C(C)C,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCC=O,CC1CCC(=O)O1,C=CCCC(=O)O,Cc1ccc(C(C)C)cc1,SCc1ccco1,COc1ccccc1O,CCC/C=C/C=O,O=Cc1ccccc1,c1ccsc1,,,,,,,,,,,,,
Bushdid,196,CN(C)C,COC(=O)c1ccccc1O,CC=O,CC(=O)O,CCCC(=O)OC,C=CCCCCCCCCC(=O)O,CCCC(=O)OC(C)(C)Cc1ccccc1,C=CCc1ccc(O)c(OC)c1,CCCCSCCCC,CSSC,CCCCCCCCCC(=O)O,CC(=O)c1ccccn1,COc1ccccc1,CCCCC(=O)OCC,CC(=O)OCCc1ccccc1,CCCC(=O)OCC,CCCCC/C=C/C=C/C=O,C=C1CC[C@H]2C[C@@H]1C2(C)C,Cc1ccc(O)cc1,CCCCCC(=O)OCC,CCC(C)S,CCCCCC(C)=O,CCCCCOC(=O)CCC,Cc1c[nH]c2ccccc12,Cc1ccc(C(C)C)c(O)c1,CC(C)CC=O,CCCSCCC,CCOC(=O)C(C)O,CCc1ccc(O)c(OC)c1,CC(=O)C=C(C)C,,,,,,,,,,,,,
Bushdid,197,CCCC=O,CCCCOC(C)=O,CC(=O)Oc1ccc(C)cc1,CC(C)=CCC/C(C)=C/CO,Cc1ccc(O)cc1,CC(=O)OCCc1ccccc1,CC(C)O,CCCCC(=O)OCC,C1CCSC1,CCCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,198,CCCC=O,CCCCOC(C)=O,CC(=O)Oc1ccc(C)cc1,CC(C)=CCC/C(C)=C/CO,Cc1ccc(O)cc1,CC(=O)OCCc1ccccc1,CCCCC(=O)O,CCCCCCCC1CCC(=O)O1,CCCC(C)O,CCOC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,199,CCCCCCCCCOC(C)=O,CC(C)C=O,CCCCCC1CCC(=O)O1,CC(=O)OCCC(C)C,CCCCC(=O)O,CSSSC,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(=O)C=C(C)C,CCCCCC(C)O,CCCCCCO,CCCC(=O)SC,CCCCCCCCCCC=O,CCCCC/C=C/C=C/C=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCC(C)S,c1ccc2[nH]ccc2c1,COc1ccc(C=O)cc1,C=CCCCCCCCCC(=O)O,CC(C)CC=O,CCCCC(=O)OCC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,200,CCCCCCCCCOC(C)=O,CC(C)C=O,CCCCCC1CCC(=O)O1,CC(=O)OCCC(C)C,CCCCC(=O)O,CSSSC,CCCC(=O)OC(C)(C)Cc1ccccc1,CC(=O)C=C(C)C,CCCCCC(C)O,CCCCCCO,CCCC(=O)SC,CCCCCCCCCCC=O,CCCCC/C=C/C=C/C=O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCC(C)S,c1ccc2[nH]ccc2c1,COc1ccc(C=O)cc1,C=CCCCCCCCCC(=O)O,CC(C)CC=O,CCOC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,201,CC(=O)OCCC(C)C,CCc1ccc(O)c(OC)c1,CC(C)c1ccc(C=O)cc1,CCCCCCO,CCCC(C)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OC,CCOC(=O)c1ccccc1,CC(C)C(=O)O,CCOC(=O)C(C)O,C=CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)cc1,Cc1ccc(OC(=O)C(C)C)cc1,CC(C)CC=O,c1ccc2[nH]ccc2c1,Cc1c[nH]c2ccccc12,Cc1ccc2ncccc2c1,c1ccsc1,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC1=CC[C@@H](C(C)(C)O)CC1,CCCC(O)CC,CCCCCCCC=O,CC(C)O,CCCCCC=O,CCCC(=O)SC,COC(OC)C(C)c1ccccc1,CC(=O)Oc1ccc(C)cc1,CCCCC(=O)O,O=C/C=C/c1ccccc1,CCCCCCCC(=O)OCC,,,,,,,,,,,,,
Bushdid,202,CC(=O)OCCC(C)C,CCc1ccc(O)c(OC)c1,CC(C)c1ccc(C=O)cc1,CCCCCCO,CCCC(C)O,CCOC(=O)CCC(=O)OCC,CCCCCCCC(=O)OC,CCOC(=O)c1ccccc1,CC(C)C(=O)O,CCOC(=O)C(C)O,C=CCCCCCCCCC(=O)O,Cc1ccc(C(C)C)cc1,Cc1ccc(OC(=O)C(C)C)cc1,CC(C)CC=O,c1ccc2[nH]ccc2c1,Cc1c[nH]c2ccccc12,Cc1ccc2ncccc2c1,c1ccsc1,C=C1CC[C@H]2C[C@@H]1C2(C)C,CC1=CC[C@@H](C(C)(C)O)CC1,CCCC(O)CC,CCCCCCCC=O,CC(C)O,CCCCCC=O,CCCC(=O)SC,COC(OC)C(C)c1ccccc1,CC(=O)Oc1ccc(C)cc1,CCCCC(=O)O,O=C/C=C/c1ccccc1,CCCCCCC=O,,,,,,,,,,,,,
Bushdid,203,CCCCCCCCCC(=O)OCC,C1CCSC1,CC(C)CCOC(=O)Cc1ccccc1,CC(C)=CCC/C(C)=C/CO,CC(=O)Oc1ccc(C)cc1,C=C[C@](C)(O)CCC=C(C)C,CC(C)=CCCC(C)C=O,COC(=O)c1ccccc1,CCCCCOC(=O)CCCC,CCOC(=O)c1ccccc1,CCc1cnccn1,COC(=O)c1ccccc1N,CC(=O)OCCc1ccccc1,CCCCCC(=O)OCC,CSCSC,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,OC1CCCCC1,O=C/C=C/c1ccccc1,CCOC=O,CCCC(=O)CC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,204,CCCCCCCCCC(=O)OCC,C1CCSC1,CC(C)CCOC(=O)Cc1ccccc1,CC(C)=CCC/C(C)=C/CO,CC(=O)Oc1ccc(C)cc1,CCOC(=O)CCC(=O)OCC,CCOC(=O)C(C)O,CC(CC=O)CCCC(C)(C)O,C=CCCCCCCCCC(=O)O,CC1=CCC2CC1C2(C)C,c1ccsc1,CCCCC(=O)OCC,Cc1ccccc1C=O,Cc1ccc(C(C)C)cc1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCCCCCCC=O,CCC(=O)OC,CC/C=C1\OC(=O)c2ccccc21,C#Cc1ccccc1,CC(C)C=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,205,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCC(=O)O,CSC,CCCS,CCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CSCSC,Cc1ccccc1,COc1ccccc1,O=C/C=C/c1ccccc1,C=CC(O)CC,CCCCCCCC=O,CCC(=O)OC,CCCCCCC=O,CCCCCC(C)O,CCCCCCCCCC(=O)OCC,COc1ccccc1O,CCCC(=O)O,CCCCCC=O,CC(=O)OCCC(C)C,CC(C)CC(=O)O,CCc1cnccn1,C=CCc1ccc(O)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCCCC(C)=O,CCOC=O,CSSC,CC1=CCC2CC1C2(C)C,CC(C)CC=O,CC(C)c1ccc(C=O)cc1,,,,,,,,,,,,,
Bushdid,206,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCC(=O)O,CSC,CCCS,CCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CSCSC,Cc1ccccc1,COc1ccccc1,O=C/C=C/c1ccccc1,C=CC(O)CC,CCCCCCCC=O,CCC(=O)OC,CCCCCCC=O,CCCCCC(C)O,CCCCCCCCCC(=O)OCC,COc1ccccc1O,CCCC(=O)O,CCCCCC=O,CC(=O)OCCC(C)C,CC(C)CC(=O)O,CCc1cnccn1,C=CCc1ccc(O)c(OC)c1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCCCC(C)=O,CCOC=O,CSSC,CC1=CCC2CC1C2(C)C,CC(C)CC=O,CCCCCC(=O)OCC,,,,,,,,,,,,,
Bushdid,207,CCCCCCOC(=O)CCCCC,Cc1ccc(C(C)C)c(O)c1,CC1=CCC2CC1C2(C)C,CCCCCCCC(=O)OCC,COc1ccccc1,Cc1ccccc1,CCCCCCCCCC(=O)OCC,CC(=O)Oc1ccc(C)cc1,CCCCCCCCCC(=O)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(=O)c1ccccn1,CC(C)O,CCCCC(=O)O,CCCCC/C=C/C=C/C=O,SCc1ccco1,CCCCCC(=O)O,CCCCCCCCCCC=O,C=C[C@](C)(O)CCC=C(C)C,C=CCc1ccc(O)c(OC)c1,COC(=O)c1ccccc1O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,208,CCCCCCOC(=O)CCCCC,Cc1ccc(C(C)C)c(O)c1,CC1=CCC2CC1C2(C)C,CCCCCCCC(=O)OCC,COc1ccccc1,CC(=O)C(=O)O,CCCSCCC,CCCC(O)CC,CC(C)C(=O)O,CCCS,CCc1ccc(O)c(OC)c1,C1CCSC1,CCCCCCCC(C)O,CC(C)=O,CCCCSCCCC,CCCCCCCC(=O)OC,CCOC(=O)C1OC1(C)c1ccccc1,O=C/C=C/c1ccccc1,COc1ccc(C=O)cc1,Cc1c[nH]c2ccccc12,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,209,CC(C)CC=O,CC1CCC(=O)O1,CCCCCCCC(=O)OC,O=Cc1ccccc1,O=C/C=C/c1ccccc1,C=CCCC(=O)O,C=CC(O)CC,CCCC(=O)OCC,C#Cc1ccccc1,CCCC(=O)O,CCCCC(=O)OCC,CC(=O)OCCC(C)C,COc1ccccc1,CCCCCCO,Cc1ccccc1,OCCc1ccccc1,CCCCCCCCCCC=O,CC(=O)Oc1ccc(C)cc1,CCCS,CCOC=O,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,210,CC(=O)OCCc1ccccc1,C=C[C@](C)(O)CCC=C(C)C,CCCC=O,Cc1ccc(C(C)C)cc1,CCCC(O)CC,Cc1ccccc1C=O,CC(C)=CCCC(C)C=O,CC(C)CCOC(=O)Cc1ccccc1,OC1CCCCC1,CSSC,Cc1ccc2ncccc2c1,CC(CC=O)CCCC(C)(C)O,CCCCCCCCCOC(C)=O,CC=O,CC(=O)C=C(C)C,CSCSC,CCC/C=C/C=O,CCCCCCCCC(C)=O,CCCCCC(=O)OCC,C=CCc1ccc(O)c(OC)c1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,211,CSSSC,CCCCCCCCCC(=O)O,CC(C)O,CCCCCCCC=O,C=CC(O)CCCCC,CCOC(=O)C1OC1(C)c1ccccc1,CC1=CCC(C(C)C)C=C1,CC(=O)C=C(C)C,CCCCCCCC(C)O,CCCC(C)O,CCCCCCCC(=O)OC,CCCCOC(C)=O,CCCCCCCC1CCC(=O)O1,Cc1ccc(C(C)C)cc1,CCCCC(=O)OCC,CC(O)C(=O)O,CCCCCCCCCOC(C)=O,CC(C)C(=O)O,CCCCCC(=O)OCC,CC1=CC[C@@H](C(C)(C)O)CC1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,212,CSSSC,CCCCCCCCCC(=O)O,CC(C)O,CCCCCCCC=O,C=CC(O)CCCCC,CCOC(=O)C1OC1(C)c1ccccc1,CC1=CCC(C(C)C)C=C1,CC(=O)C=C(C)C,CCCCCCCC(C)O,CCCC(C)O,CCCCCCCC(=O)OC,CCCCOC(C)=O,CCCCCCCC1CCC(=O)O1,Cc1ccc(C(C)C)cc1,CCCCC(=O)OCC,CCC(=O)OC,CCCCCCC=O,CC(C)CC(=O)O,CC=O,C=C(C)[C@H]1CC=C(C)CC1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,213,CC(C)CC=O,C=CC(O)CC,CCC(C)S,CCCCC/C=C/C=C/C=O,CCCCOC(C)=O,CCOC(=O)c1ccccc1,COc1ccccc1O,CC(=O)C(C)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,COc1ccc(C)cc1,C=CCc1ccc(O)c(OC)c1,CC=O,Cc1ccc2ncccc2c1,CCC/C=C/C=O,CC1=CC(=O)CC(C)(C)C1,CCCCCOC(=O)CCCC,CC(C)(O)CCc1ccccc1,CC(C)C=O,CC1CCC(=O)O1,CC(C)=CCC[C@H](C)CCO,CC/C=C1\OC(=O)c2ccccc21,CCCCCCCCCC(=O)O,CCCCSCCCC,CCCO,CCCC(=O)CC,CC(C)c1ccc(C=O)cc1,C=CCCCCCCCCC(=O)O,CCCCCOC(C)=O,CC(=O)O,CCCC(=O)SC,,,,,,,,,,,,,
Bushdid,214,CC(C)CC=O,C=CC(O)CC,CCC(C)S,CCCCC/C=C/C=C/C=O,CCCCOC(C)=O,CCOC(=O)c1ccccc1,COc1ccccc1O,CC(=O)C(C)O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,COc1ccc(C)cc1,c1ccsc1,CN(C)C,CC(=O)c1ccccc1,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,Cc1c[nH]c2ccccc12,CCCCCCCCC(C)=O,CCCCCCCC=O,CCCC(=O)OC,CCOC(=O)CC,C=C(C)[C@H]1CC=C(C)CC1,CCCC(=O)OC(C)(C)Cc1ccccc1,CCCCNCCCC,CSCSC,CC(=O)OCCc1ccccc1,CCCS,OCCc1ccccc1,CC1=CCC2CC1C2(C)C,Cc1nccnc1C,CC(C)O,CCc1cnccn1,,,,,,,,,,,,,
Bushdid,215,CSSSC,Cc1nccnc1C,OC1CCCCC1,CCCCCCCC(=O)OC,SCc1ccco1,CCCCCCO,CC12CCC(CC1)C(C)(C)O2,Cc1cc(O)c(C(C)C)cc1Cl,CC(=O)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CCCCOC(C)=O,C=C[C@](C)(O)CCC=C(C)C,CCCCCC(C)O,CCCCCC(=O)OCC,CCCCCCCC=O,CCCS,COC(OC)C(C)c1ccccc1,CCCCC/C=C/C=C/C=O,CC1CCC(=O)O1,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,216,CSSSC,Cc1nccnc1C,OC1CCCCC1,CCCCCCCC(=O)OC,SCc1ccco1,CCCCCCO,CC12CCC(CC1)C(C)(C)O2,Cc1cc(O)c(C(C)C)cc1Cl,CC(=O)O,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,CC(C)C=O,CCCCCCCCCOC(C)=O,CC(C)c1ccc(C=O)cc1,COc1ccc(C)cc1,CCCCC(=O)O,CC(=O)OCCc1ccccc1,CCCCNCCCC,C1CCSC1,CCCCCC1CCC(=O)O1,c1ccc(Oc2ccccc2)cc1,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,217,CCCCSCCCC,CC=O,CCCCCC1CCC(=O)O1,CC(=O)c1ccccc1,Cc1c[nH]c2ccccc12,C=CCCC(=O)O,CCCCCCCC(=O)OC,CCC(=O)OC,c1ccsc1,CC/C=C1\OC(=O)c2ccccc21,CC(=O)Oc1ccc(C)cc1,c1ccc(Oc2ccccc2)cc1,Cc1nccnc1C,CCCCCCCCC(C)=O,CCOC=O,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,CCCSCCC,C=CC(O)CC,CC(C)=CCC[C@H](C)CCO,C=CC(O)CCCCC,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,218,CCCCSCCCC,CC=O,CCCCCC1CCC(=O)O1,CC(=O)c1ccccc1,Cc1c[nH]c2ccccc12,C=CCCC(=O)O,CCCCCCCC(=O)OC,CCC(=O)OC,c1ccsc1,CC/C=C1\OC(=O)c2ccccc21,CCOC(=O)C(C)O,Cc1ccc(OC(=O)C(C)C)cc1,CCCCCCCCCOC(C)=O,COc1ccc(C=O)cc1,CSCSC,CC(=O)OCCc1ccccc1,CCCCCCCC(C)O,CN(C)C,CCc1cnccn1,CC(=O)C=C(C)C,,,,,,,,,,,,,,,,,,,,,,,
Bushdid,219,Cc1cc(O)c(C(C)C)cc1Cl,CCCO,CCCC(=O)SC,C=C1CC[C@H]2C[C@@H]1C2(C)C,COC(=O)c1ccccc1O,CC(O)C(=O)O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCOC(=O)c1ccccc1,Cc1ccc(O)cc1,COc1ccc(C)cc1,CC/C=C1\OC(=O)c2ccccc21,CC(=O)C(=O)O,CSSSC,CC(=O)C=C(C)C,CCCCC/C=C/C=C/C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(C)O,CCCSCCC,CCCCCCCCCOC(C)=O,CC1=CCC2CC1C2(C)C,CCCCCCC=O,CC(C)CC(=O)O,CCCCCC(C)=O,CCc1cnccn1,COC(OC)C(C)c1ccccc1,CCCCCOC(=O)CCC,CCC(=O)OC,CCCCCCCC=O,CCCCCCO,CC=O,,,,,,,,,,,,,
Bushdid,220,Cc1cc(O)c(C(C)C)cc1Cl,CCCO,CCCC(=O)SC,C=C1CC[C@H]2C[C@@H]1C2(C)C,COC(=O)c1ccccc1O,CC(O)C(=O)O,C=C1CC/C=C(\C)CC[C@@H]2[C@@H]1CC2(C)C,CCOC(=O)c1ccccc1,Cc1ccc(O)cc1,COc1ccc(C)cc1,CC/C=C1\OC(=O)c2ccccc21,CC(=O)C(=O)O,CSSSC,CC(=O)C=C(C)C,CCCCC/C=C/C=C/C=O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(C)O,CCCSCCC,CCCCCCCCCOC(C)=O,CC1=CCC2CC1C2(C)C,CCOC(=O)CC,O=C(O)Cc1ccccc1,COc1ccc(C=O)cc1,COC(=O)c1ccccc1N,CC(C)(O)CCc1ccccc1,OC1CCCCC1,CCCCCCCC1CCC(=O)O1,C=CC(O)CC,CCCCC(=O)OCC,C#Cc1ccccc1,,,,,,,,,,,,,
